id;value;parent
3960;Ponts;25
3961;Portella, La;25
3962;Prats i Sansor;25
3963;Preixana;25
3964;Preixens;25
3965;Prullans;25
3966;Puiggròs;25
3967;Puigverd d'Agramunt;25
3968;Puigverd de Lleida;25
3969;Rialp;25
3970;Ribera d'Ondara;25
3971;Ribera d'Urgellet;25
3972;Riner;25
3973;Riu de Cerdanya;25
3974;Rosselló;25
3975;Salàs de Pallars;25
3976;Sanaüja;25
3977;Sant Esteve de la Sarga;25
3978;Sant Guim de Freixenet;25
3979;Sant Guim de la Plana;25
3980;Sant Llorenç de Morunys;25
3981;Sant Martí de Riucorb;25
3982;Sant Ramon;25
3983;Sarroca de Bellera;25
3984;Sarroca de Lleida;25
3985;Senterada;25
3986;Sentiu de Sió, La;25
3987;Seròs;25
3988;Seu d'Urgell, La;25
3989;Sidamon;25
3990;Soleràs, El;25
3991;Solsona;25
3992;Soriguera;25
3993;Sort;25
3994;Soses;25
3995;Sudanell;25
3996;Sunyer;25
3997;Talarn;25
3998;Talavera;25
3999;Tàrrega;25
4000;Tarrés;25
4001;Tarroja de Segarra;25
4002;Térmens;25
4003;Tírvia;25
4004;Tiurana;25
4005;Torà;25
4006;Torms, Els;25
4007;Tornabous;25
4008;Torre de Cabdella, La;25
4009;Torrebesses;25
4010;Torrefarrera;25
4011;Torrefeta i Florejacs;25
4012;Torregrossa;25
4013;Torrelameu;25
4014;Torres de Segre;25
4015;Torre-serona;25
4016;Tremp;25
4017;Vall de Boí, La;25
4018;Vall de Cardós;25
4019;Vallbona de les Monges;25
4020;Vallfogona de Balaguer;25
4021;Valls d'Aguilar, Les;25
4022;Valls de Valira, Les;25
4023;Vansa i Fórnols, La;25
4024;Verdú;25
4025;Vielha e Mijaran;25
4026;Vilagrassa;25
4027;Vilaller;25
4028;Vilamòs;25
4029;Vilanova de Bellpuig;25
4030;Vilanova de la Barca;25
4031;Vilanova de l'Aguda;25
4032;Vilanova de Meià;25
4033;Vilanova de Segrià;25
4034;Vila-sana;25
4035;Vilosell, El;25
4036;Vinaixa;25
4037;Ábalos;26
4038;Agoncillo;26
4039;Aguilar del Río Alhama;26
4040;Ajamil de Cameros;26
4041;Albelda de Iregua;26
4042;Alberite;26
4043;Alcanadre;26
4044;Aldeanueva de Ebro;26
4045;Alesanco;26
4046;Alesón;26
4047;Alfaro;26
4048;Almarza de Cameros;26
4049;Anguciana;26
4050;Anguiano;26
4051;Arenzana de Abajo;26
4052;Arenzana de Arriba;26
4053;Arnedillo;26
4054;Arnedo;26
4055;Arrúbal;26
4056;Ausejo;26
4057;Autol;26
4058;Azofra;26
4059;Badarán;26
4060;Bañares;26
4061;Baños de Río Tobía;26
4062;Baños de Rioja;26
4063;Berceo;26
4064;Bergasa;26
4065;Bergasillas Bajera;26
4066;Bezares;26
4067;Bobadilla;26
4068;Brieva de Cameros;26
4069;Briñas;26
4070;Briones;26
4071;Cabezón de Cameros;26
4072;Calahorra;26
4073;Camprovín;26
4074;Canales de la Sierra;26
4075;Canillas de Río Tuerto;26
4076;Cañas;26
4077;Cárdenas;26
4078;Casalarreina;26
4079;Castañares de Rioja;26
4080;Castroviejo;26
4081;Cellorigo;26
4082;Cenicero;26
4083;Cervera del Río Alhama;26
4084;Cidamón;26
4085;Cihuri;26
4086;Cirueña;26
4087;Clavijo;26
4088;Cordovín;26
4089;Corera;26
4090;Cornago;26
4091;Corporales;26
4092;Cuzcurrita de Río Tirón;26
4093;Daroca de Rioja;26
4094;Enciso;26
4095;Entrena;26
4096;Estollo;26
4097;Ezcaray;26
4098;Foncea;26
4099;Fonzaleche;26
4100;Fuenmayor;26
4101;Galbárruli;26
4102;Galilea;26
4103;Gallinero de Cameros;26
4104;Gimileo;26
4105;Grañón;26
4106;Grávalos;26
4107;Haro;26
4108;Herce;26
4109;Herramélluri;26
4110;Hervías;26
4111;Hormilla;26
4112;Hormilleja;26
4113;Hornillos de Cameros;26
4114;Hornos de Moncalvillo;26
4115;Huércanos;26
4116;Igea;26
4117;Jalón de Cameros;26
4118;Laguna de Cameros;26
4119;Lagunilla del Jubera;26
4120;Lardero;26
4121;Ledesma de la Cogolla;26
4122;Leiva;26
4123;Leza de Río Leza;26
4124;Logroño;26
4125;Lumbreras;26
4126;Manjarrés;26
4127;Mansilla de la Sierra;26
4128;Manzanares de Rioja;26
4129;Matute;26
4130;Medrano;26
4131;Munilla;26
4132;Murillo de Río Leza;26
4133;Muro de Aguas;26
4134;Muro en Cameros;26
4135;Nájera;26
4136;Nalda;26
4137;Navajún;26
4138;Navarrete;26
4139;Nestares;26
4140;Nieva de Cameros;26
4141;Ochánduri;26
4142;Ocón;26
4143;Ojacastro;26
4144;Ollauri;26
4145;Ortigosa de Cameros;26
4146;Pazuengos;26
4147;Pedroso;26
4148;Pinillos;26
4149;Pradejón;26
4150;Pradillo;26
4151;Préjano;26
4152;Quel;26
4153;Rabanera;26
4154;Rasillo de Cameros, El;26
4155;Redal, El;26
4156;Ribafrecha;26
4157;Rincón de Soto;26
4158;Robres del Castillo;26
4159;Rodezno;26
4160;Sajazarra;26
4161;San Asensio;26
4162;San Millán de la Cogolla;26
4163;San Millán de Yécora;26
4164;San Román de Cameros;26
4165;San Torcuato;26
4166;San Vicente de la Sonsierra;26
4167;Santa Coloma;26
4168;Santa Engracia del Jubera;26
4169;Santa Eulalia Bajera;26
4170;Santo Domingo de la Calzada;26
4171;Santurde de Rioja;26
4172;Santurdejo;26
4173;Sojuela;26
4174;Sorzano;26
4175;Sotés;26
4176;Soto en Cameros;26
4177;Terroba;26
4178;Tirgo;26
4179;Tobía;26
4180;Tormantos;26
4181;Torre en Cameros;26
4182;Torrecilla en Cameros;26
4183;Torrecilla sobre Alesanco;26
4184;Torremontalbo;26
4185;Treviana;26
4186;Tricio;26
4187;Tudelilla;26
4188;Uruñuela;26
4189;Valdemadera;26
4190;Valgañón;26
4191;Ventosa;26
4192;Ventrosa;26
4193;Viguera;26
4194;Villalba de Rioja;26
4195;Villalobar de Rioja;26
4196;Villamediana de Iregua;26
4197;Villanueva de Cameros;26
4198;Villar de Arnedo, El;26
4199;Villar de Torre;26
4200;Villarejo;26
4201;Villarroya;26
4202;Villarta-Quintana;26
4203;Villavelayo;26
4204;Villaverde de Rioja;26
4205;Villoslada de Cameros;26
4206;Viniegra de Abajo;26
4207;Viniegra de Arriba;26
4208;Zarratón;26
4209;Zarzosa;26
4210;Zorraquín;26
4211;Abadín;27
4212;Alfoz;27
4213;Antas de Ulla;27
4214;Baleira;27
4215;Baralla;27
4216;Barreiros;27
4217;Becerreá;27
4218;Begonte;27
4219;Bóveda;27
4220;Burela;27
4221;Carballedo;27
4222;Castro de Rei;27
4223;Castroverde;27
4224;Cervantes;27
4225;Cervo;27
4226;Chantada;27
4227;Corgo, O;27
4228;Cospeito;27
4229;Folgoso do Courel;27
4230;Fonsagrada, A;27
4231;Foz;27
4232;Friol;27
4233;Guitiriz;27
4234;Guntín;27
4235;Incio, O;27
4236;Láncara;27
4237;Lourenzá;27
4238;Lugo;27
4239;Meira;27
4240;Mondoñedo;27
4241;Monforte de Lemos;27
4242;Monterroso;27
4243;Muras;27
4244;Navia de Suarna;27
4245;Negueira de Muñiz;27
4246;Nogais, As;27
4247;Ourol;27
4248;Outeiro de Rei;27
4249;Palas de Rei;27
4250;Pantón;27
4251;Paradela;27
4252;Páramo, O;27
4253;Pastoriza, A;27
4254;Pedrafita do Cebreiro;27
4255;Pobra do Brollón, A;27
4256;Pol;27
4257;Pontenova, A;27
4258;Portomarín;27
4259;Quiroga;27
4260;Rábade;27
4261;Ribadeo;27
4262;Ribas de Sil;27
4263;Ribeira de Piquín;27
4264;Riotorto;27
4265;Samos;27
4266;Sarria;27
4267;Saviñao, O;27
4268;Sober;27
4269;Taboada;27
4270;Trabada;27
4271;Triacastela;27
4272;Valadouro, O;27
4273;Vicedo, O;27
4274;Vilalba;27
4275;Viveiro;27
4276;Xermade;27
4277;Xove;27
4278;Acebeda, La;28
4279;Ajalvir;28
4280;Alameda del Valle;28
4281;Álamo, El;28
4282;Alcalá de Henares;28
4283;Alcobendas;28
4284;Alcorcón;28
4285;Aldea del Fresno;28
4286;Algete;28
4287;Alpedrete;28
4288;Ambite;28
4289;Anchuelo;28
4290;Aranjuez;28
4291;Arganda del Rey;28
4293;Atazar, El;28
4294;Batres;28
4295;Becerril de la Sierra;28
4296;Belmonte de Tajo;28
4297;Berrueco, El;28
4298;Berzosa del Lozoya;28
4299;Boadilla del Monte;28
4300;Boalo, El;28
4301;Braojos;28
4302;Brea de Tajo;28
4303;Brunete;28
4304;Buitrago del Lozoya;28
4305;Bustarviejo;28
4306;Cabanillas de la Sierra;28
4307;Cabrera, La;28
4308;Cadalso de los Vidrios;28
4309;Camarma de Esteruelas;28
4310;Campo Real;28
4311;Canencia;28
4312;Carabaña;28
4313;Casarrubuelos;28
4314;Cenicientos;28
4315;Cercedilla;28
4316;Cervera de Buitrago;28
4317;Chapinería;28
4318;Chinchón;28
4319;Ciempozuelos;28
4320;Cobeña;28
4321;Collado Mediano;28
4322;Collado Villalba;28
4323;Colmenar de Oreja;28
4324;Colmenar del Arroyo;28
4325;Colmenar Viejo;28
4326;Colmenarejo;28
4327;Corpa;28
4328;Coslada;28
4329;Cubas de la Sagra;28
4330;Daganzo de Arriba;28
4331;Escorial, El;28
4332;Estremera;28
4333;Fresnedillas de la Oliva;28
4334;Fresno de Torote;28
4335;Fuenlabrada;28
4336;Fuente el Saz de Jarama;28
4337;Fuentidueña de Tajo;28
4338;Galapagar;28
4339;Garganta de los Montes;28
4340;Gargantilla del Lozoya y Pinilla de Buitrago;28
4341;Gascones;28
4342;Getafe;28
4343;Griñón;28
4344;Guadalix de la Sierra;28
4345;Guadarrama;28
4346;Hiruela, La;28
4347;Horcajo de la Sierra-Aoslos;28
4348;Horcajuelo de la Sierra;28
4349;Hoyo de Manzanares;28
4350;Humanes de Madrid;28
4351;Leganés;28
4352;Loeches;28
4353;Lozoya;28
4354;Lozoyuela-Navas-Sieteiglesias;28
4355;Madarcos;28
4356;Madrid;28
4357;Majadahonda;28
4358;Manzanares el Real;28
4359;Meco;28
4360;Mejorada del Campo;28
4361;Miraflores de la Sierra;28
4362;Molar, El;28
4363;Molinos, Los;28
4364;Montejo de la Sierra;28
4365;Moraleja de Enmedio;28
4366;Moralzarzal;28
4367;Morata de Tajuña;28
4368;Móstoles;28
4369;Navacerrada;28
4370;Navalafuente;28
4371;Navalagamella;28
4372;Navalcarnero;28
4373;Navarredonda y San Mamés;28
4374;Navas del Rey;28
4375;Nuevo Baztán;28
4376;Olmeda de las Fuentes;28
4377;Orusco de Tajuña;28
4378;Paracuellos de Jarama;28
4379;Parla;28
4380;Patones;28
4381;Pedrezuela;28
4382;Pelayos de la Presa;28
4383;Perales de Tajuña;28
4384;Pezuela de las Torres;28
4385;Pinilla del Valle;28
4386;Pinto;28
4387;Piñuécar-Gandullas;28
4388;Pozuelo de Alarcón;28
4389;Pozuelo del Rey;28
4390;Prádena del Rincón;28
4391;Puebla de la Sierra;28
4392;Puentes Viejas;28
4393;Quijorna;28
4394;Rascafría;28
4395;Redueña;28
4396;Ribatejada;28
4397;Rivas-Vaciamadrid;28
4398;Robledillo de la Jara;28
4399;Robledo de Chavela;28
4400;Robregordo;28
4401;Rozas de Madrid, Las;28
4402;Rozas de Puerto Real;28
4403;San Agustín del Guadalix;28
4404;San Fernando de Henares;28
4405;San Lorenzo de El Escorial;28
4406;San Martín de la Vega;28
4407;San Martín de Valdeiglesias;28
4408;San Sebastián de los Reyes;28
4409;Santa María de la Alameda;28
4410;Santorcaz;28
4411;Santos de la Humosa, Los;28
4412;Serna del Monte, La;28
4413;Serranillos del Valle;28
4414;Sevilla la Nueva;28
4415;Somosierra;28
4416;Soto del Real;28
4417;Talamanca de Jarama;28
4418;Tielmes;28
4419;Titulcia;28
4420;Torrejón de Ardoz;28
4421;Torrejón de la Calzada;28
4422;Torrejón de Velasco;28
4423;Torrelaguna;28
4424;Torrelodones;28
4425;Torremocha de Jarama;28
4426;Torres de la Alameda;28
4427;Tres Cantos;28
4428;Valdaracete;28
4429;Valdeavero;28
4430;Valdelaguna;28
4431;Valdemanco;28
4432;Valdemaqueda;28
4433;Valdemorillo;28
4434;Valdemoro;28
4435;Valdeolmos-Alalpardo;28
4436;Valdepiélagos;28
4437;Valdetorres de Jarama;28
4438;Valdilecha;28
4439;Valverde de Alcalá;28
4440;Velilla de San Antonio;28
4441;Vellón, El;28
4442;Venturada;28
4443;Villa del Prado;28
4444;Villaconejos;28
4445;Villalbilla;28
4446;Villamanrique de Tajo;28
4447;Villamanta;28
4448;Villamantilla;28
4449;Villanueva de la Cañada;28
4450;Villanueva de Perales;28
4451;Villanueva del Pardillo;28
4452;Villar del Olmo;28
4453;Villarejo de Salvanés;28
4454;Villaviciosa de Odón;28
4455;Villavieja del Lozoya;28
4456;Zarzalejo;28
4457;Alameda;29
4458;Alcaucín;29
4459;Alfarnate;29
4460;Alfarnatejo;29
4461;Algarrobo;29
4462;Algatocín;29
4463;Alhaurín de la Torre;29
4464;Alhaurín el Grande;29
4465;Almáchar;29
4466;Almargen;29
4467;Almogía;29
4468;Álora;29
4469;Alozaina;29
4470;Alpandeire;29
4471;Antequera;29
4472;Árchez;29
4473;Archidona;29
4474;Ardales;29
4475;Arenas;29
4476;Arriate;29
4477;Atajate;29
4478;Benadalid;29
4479;Benahavís;29
4480;Benalauría;29
4481;Benalmádena;29
4482;Benamargosa;29
4483;Benamocarra;29
4484;Benaoján;29
4485;Benarrabá;29
4486;Borge, El;29
4487;Burgo, El;29
4488;Campillos;29
4489;Canillas de Aceituno;29
4490;Canillas de Albaida;29
4491;Cañete la Real;29
4492;Carratraca;29
4493;Cartajima;29
4494;Cártama;29
4495;Casabermeja;29
4496;Casarabonela;29
4497;Casares;29
4498;Coín;29
4499;Colmenar;29
4500;Comares;29
4501;Cómpeta;29
4502;Cortes de la Frontera;29
4503;Cuevas Bajas;29
4504;Cuevas de San Marcos;29
4505;Cuevas del Becerro;29
4506;Cútar;29
4507;Estepona;29
4508;Faraján;29
4509;Frigiliana;29
4510;Fuengirola;29
4511;Fuente de Piedra;29
4512;Gaucín;29
4513;Genalguacil;29
4514;Guaro;29
4515;Humilladero;29
4516;Igualeja;29
4517;Istán;29
4518;Iznate;29
4519;Jimera de Líbar;29
4520;Jubrique;29
4521;Júzcar;29
4522;Macharaviaya;29
4523;Málaga;29
4524;Manilva;29
4525;Marbella;29
4526;Mijas;29
4527;Moclinejo;29
4528;Mollina;29
4529;Monda;29
4530;Montejaque;29
4531;Nerja;29
4532;Ojén;29
4533;Parauta;29
4534;Periana;29
4535;Pizarra;29
4536;Pujerra;29
4537;Rincón de la Victoria;29
4538;Riogordo;29
4539;Ronda;29
4540;Salares;29
4541;Sayalonga;29
4542;Sedella;29
4543;Sierra de Yeguas;29
4544;Teba;29
4545;Tolox;29
4546;Torremolinos;29
4547;Torrox;29
4548;Totalán;29
4549;Valle de Abdalajís;29
4550;Vélez-Málaga;29
4551;Villanueva de Algaidas;29
4552;Villanueva de la Concepción;29
4553;Villanueva de Tapia;29
4554;Villanueva del Rosario;29
4555;Villanueva del Trabuco;29
4556;Viñuela;29
4557;Yunquera;29
4558;Abanilla;30
4559;Abarán;30
4560;Águilas;30
4561;Albudeite;30
4562;Alcantarilla;30
4563;Alcázares, Los;30
4564;Aledo;30
4565;Alguazas;30
4566;Alhama de Murcia;30
4567;Archena;30
4568;Beniel;30
4569;Blanca;30
4570;Bullas;30
4571;Calasparra;30
4572;Campos del Río;30
4573;Caravaca de la Cruz;30
4574;Cartagena;30
4575;Cehegín;30
4576;Ceutí;30
4577;Cieza;30
4578;Fortuna;30
4579;Fuente Álamo de Murcia;30
4580;Jumilla;30
4581;Librilla;30
4582;Lorca;30
4583;Lorquí;30
4584;Mazarrón;30
4585;Molina de Segura;30
4586;Moratalla;30
4587;Mula;30
4588;Murcia;30
4589;Ojós;30
4590;Pliego;30
4591;Puerto Lumbreras;30
4592;Ricote;30
4593;San Javier;30
4594;San Pedro del Pinatar;30
4595;Santomera;30
4596;Torre-Pacheco;30
4597;Torres de Cotillas, Las;30
4598;Totana;30
4599;Ulea;30
4600;Unión, La;30
4601;Villanueva del Río Segura;30
4602;Yecla;30
4603;Abáigar;31
4604;Abárzuza;31
4605;Abaurregaina/Abaurrea Alta;31
4606;Abaurrepea/Abaurrea Baja;31
4607;Aberin;31
4608;Ablitas;31
4609;Adiós;31
4610;Aguilar de Codés;31
4611;Aibar/Oibar;31
4612;Allín;31
4613;Allo;31
4614;Altsasu/Alsasua;31
4615;Améscoa Baja;31
4616;Ancín/Antzin;31
4617;Andosilla;31
4618;Ansoáin/Antsoain;31
4619;Anue;31
4620;Añorbe;31
4621;Aoiz/Agoitz;31
4622;Araitz;31
4623;Arakil;31
4624;Aranarache/Aranaratxe;31
4625;Aranguren;31
4626;Arano;31
4627;Arantza;31
4628;Aras;31
4629;Arbizu;31
4630;Arce/Artzi;31
4631;Arcos, Los;31
4632;Arellano;31
4633;Areso;31
4634;Arguedas;31
4635;Aria;31
4636;Aribe;31
4637;Armañanzas;31
4638;Arróniz;31
4639;Arruazu;31
4640;Artajona;31
4641;Artazu;31
4642;Atez;31
4643;Auritz/Burguete;31
4644;Ayegui/Aiegi;31
4645;Azagra;31
4646;Azuelo;31
4647;Bakaiku;31
4648;Barañain;31
4649;Barásoain;31
4650;Barbarin;31
4651;Bargota;31
4652;Barillas;31
4653;Basaburua;31
4654;Baztan;31
4655;Beintza-Labaien;31
4656;Beire;31
4657;Belascoáin;31
4658;Bera;31
4659;Berbinzana;31
4660;Beriáin;31
4661;Berrioplano;31
4662;Berriozar;31
4663;Bertizarana;31
4664;Betelu;31
4665;Bidaurreta;31
4666;Biurrun-Olcoz;31
4667;Buñuel;31
4668;Burgui/Burgi;31
4669;Burlada/Burlata;31
4670;Busto, El;31
4671;Cabanillas;31
4672;Cabredo;31
4673;Cadreita;31
4674;Caparroso;31
4675;Cárcar;31
4676;Carcastillo;31
4677;Cascante;31
4678;Cáseda;31
4680;Castillonuevo;31
4681;Cendea de Olza/Oltza Zendea;31
4682;Cintruénigo;31
4683;Cirauqui/Zirauki;31
4684;Ciriza;31
4685;Cizur;31
4686;Corella;31
4687;Cortes;31
4688;Desojo;31
4689;Dicastillo;31
4690;Donamaria;31
4691;Doneztebe/Santesteban;31
4692;Echarri;31
4693;Egüés;31
4694;Elgorriaga;31
4695;Enériz/Eneritz;31
4696;Eratsun;31
4697;Ergoiena;31
4698;Erro;31
4699;Eslava;31
4700;Esparza de Salazar/Espartza Zaraitzu;31
4701;Espronceda;31
4702;Estella/Lizarra;31
4703;Esteribar;31
4704;Etayo;31
4705;Etxalar;31
4706;Etxarri-Aranatz;31
4707;Etxauri;31
4708;Eulate;31
4709;Ezcabarte;31
4710;Ezcároz/Ezkaroze;31
4711;Ezkurra;31
4712;Ezprogui;31
4713;Falces;31
4714;Fitero;31
4715;Fontellas;31
4716;Funes;31
4717;Fustiñana;31
4718;Galar;31
4719;Gallipienzo/Galipentzu;31
4720;Gallués/Galoze;31
4721;Garaioa;31
4722;Garde;31
4723;Garínoain;31
4724;Garralda;31
4725;Genevilla;31
4726;Goizueta;31
4727;Goñi;31
4728;Güesa/Gorza;31
4729;Guesálaz/Gesalatz;31
4730;Guirguillano;31
4731;Hiriberri/Villanueva de Aezkoa;31
4732;Huarte/Uharte;31
4733;Ibargoiti;31
4734;Igantzi;31
4735;Igúzquiza;31
4736;Imotz;31
4737;Irañeta;31
4738;Irurtzun;31
4739;Isaba/Izaba;31
4740;Ituren;31
4741;Iturmendi;31
4742;Iza/Itza;31
4743;Izagaondoa;31
4744;Izalzu/Itzaltzu;31
4745;Jaurrieta;31
4746;Javier;31
4747;Juslapeña;31
4748;Lakuntza;31
4749;Lana;31
4750;Lantz;31
4751;Lapoblación;31
4752;Larraga;31
4753;Larraona;31
4754;Larraun;31
4755;Lazagurría;31
4756;Leache;31
4757;Legarda;31
4758;Legaria;31
4759;Leitza;31
4760;Lekunberri;31
4761;Leoz/Leotz;31
4762;Lerga;31
4763;Lerín;31
4764;Lesaka;31
4765;Lezáun;31
4766;Liédena;31
4767;Lizoáin-Arriasgoiti;31
4768;Lodosa;31
4769;Lónguida/Longida;31
4770;Lumbier;31
4771;Luquin;31
4772;Luzaide/Valcarlos;31
4773;Mañeru;31
4774;Marañón;31
4775;Marcilla;31
4776;Mélida;31
4777;Mendavia;31
4778;Mendaza;31
4779;Mendigorría;31
4780;Metauten;31
4781;Milagro;31
4782;Mirafuentes;31
4783;Miranda de Arga;31
4784;Monreal;31
4785;Monteagudo;31
4786;Morentin;31
4787;Mues;31
4788;Murchante;31
4789;Murieta;31
4790;Murillo el Cuende;31
4791;Murillo el Fruto;31
4792;Muruzábal;31
4793;Navascués;31
4794;Nazar;31
4795;Noáin (Valle de Elorz)/Noain (Elortzibar);31
4796;Obanos;31
4797;Ochagavía/Otsagabia;31
4798;Oco;31
4799;Odieta;31
4800;Oitz;31
4801;Olaibar;31
4802;Olazti/Olazagutía;31
4803;Olejua;31
4804;Olite/Erriberri;31
4805;Ollo;31
4806;Olóriz/Oloritz;31
4807;Orbaitzeta;31
4808;Orbara;31
4809;Orísoain;31
4810;Orkoien;31
4811;Oronz/Orontze;31
4812;Oroz-Betelu/Orotz-Betelu;31
4813;Orreaga/Roncesvalles;31
4814;Oteiza;31
4815;Pamplona/Iruña;31
4816;Peralta/Azkoien;31
4817;Petilla de Aragón;31
4818;Piedramillera;31
4819;Pitillas;31
4820;Puente la Reina/Gares;31
4821;Pueyo;31
4822;Ribaforada;31
4823;Romanzado;31
4824;Roncal/Erronkari;31
4826;Saldías;31
4827;Salinas de Oro/Jaitz;31
4828;San Adrián;31
4829;San Martín de Unx;31
4830;Sangüesa/Zangoza;31
4831;Sansol;31
4832;Santacara;31
4833;Sarriés/Sartze;31
4834;Sartaguda;31
4835;Sesma;31
4836;Sorlada;31
4837;Sunbilla;31
4838;Tafalla;31
4839;Tiebas-Muruarte de Reta;31
4840;Tirapu;31
4841;Torralba del Río;31
4842;Torres del Río;31
4843;Tudela;31
4844;Tulebras;31
4845;Ucar;31
4846;Uharte-Arakil;31
4847;Ujué;31
4848;Ultzama;31
4849;Unciti;31
4850;Unzué;31
4851;Urdazubi/Urdax;31
4852;Urdiain;31
4853;Urraul Alto;31
4854;Urraul Bajo;31
4855;Urrotz;31
4856;Urroz-Villa;31
4857;Urzainqui/Urzainki;31
4858;Uterga;31
4859;Uztárroz/Uztarroze;31
4860;Valle de Yerri/Deierri;31
4861;Valtierra;31
4862;Viana;31
4863;Vidángoz/Bidankoze;31
4864;Villafranca;31
4865;Villamayor de Monjardín;31
4866;Villatuerta;31
4867;Villava/Atarrabia;31
4868;Yesa;31
4869;Zabalza/Zabaltza;31
4870;Ziordia;31
4871;Zizur Mayor/Zizur Nagusia;31
4872;Zubieta;31
4873;Zugarramurdi;31
4874;Zúñiga;31
4875;Allariz;32
4876;Amoeiro;32
4877;Arnoia, A;32
4878;Avión;32
4879;Baltar;32
4880;Bande;32
4881;Baños de Molgas;32
4882;Barbadás;32
4883;Barco de Valdeorras, O;32
4884;Beade;32
4885;Beariz;32
4886;Blancos, Os;32
4887;Boborás;32
4888;Bola, A;32
4889;Bolo, O;32
4890;Calvos de Randín;32
4891;Carballeda de Avia;32
4892;Carballeda de Valdeorras;32
4893;Carballiño, O;32
4894;Cartelle;32
4895;Castrelo de Miño;32
4896;Castrelo do Val;32
4897;Castro Caldelas;32
4898;Celanova;32
4899;Cenlle;32
4900;Chandrexa de Queixa;32
4901;Coles;32
4902;Cortegada;32
4903;Cualedro;32
4904;Entrimo;32
4905;Esgos;32
4906;Gomesende;32
4907;Gudiña, A;32
4908;Irixo, O;32
4909;Larouco;32
4910;Laza;32
4911;Leiro;32
4912;Lobeira;32
4913;Lobios;32
4914;Maceda;32
4915;Manzaneda;32
4916;Maside;32
4917;Melón;32
4918;Merca, A;32
4919;Mezquita, A;32
4920;Montederramo;32
4921;Monterrei;32
4922;Muíños;32
4923;Nogueira de Ramuín;32
4924;Oímbra;32
4925;Ourense;32
4926;Paderne de Allariz;32
4927;Padrenda;32
4928;Parada de Sil;32
4929;Pereiro de Aguiar, O;32
4930;Peroxa, A;32
4931;Petín;32
4932;Piñor;32
4933;Pobra de Trives, A;32
4934;Pontedeva;32
4935;Porqueira;32
4936;Punxín;32
4937;Quintela de Leirado;32
4938;Rairiz de Veiga;32
4939;Ramirás;32
4940;Ribadavia;32
4941;Riós;32
4942;Rúa, A;32
4943;Rubiá;32
4944;San Amaro;32
4945;San Cibrao das Viñas;32
4946;San Cristovo de Cea;32
4947;San Xoán de Río;32
4948;Sandiás;32
4949;Sarreaus;32
4950;Taboadela;32
4951;Teixeira, A;32
4952;Toén;32
4953;Trasmiras;32
4954;Veiga, A;32
4955;Verea;32
4956;Verín;32
4957;Viana do Bolo;32
4958;Vilamarín;32
4959;Vilamartín de Valdeorras;32
4960;Vilar de Barrio;32
4961;Vilar de Santos;32
4962;Vilardevós;32
4963;Vilariño de Conso;32
4964;Xinzo de Limia;32
4965;Xunqueira de Ambía;32
4966;Xunqueira de Espadanedo;32
4967;Allande;33
4968;Aller;33
4969;Amieva;33
4970;Avilés;33
4971;Belmonte de Miranda;33
4972;Bimenes;33
4973;Boal;33
4974;Cabrales;33
4975;Cabranes;33
4976;Candamo;33
4977;Cangas de Onís;33
4978;Cangas del Narcea;33
4979;Caravia;33
4980;Carreño;33
4981;Caso;33
4982;Castrillón;33
4983;Castropol;33
4984;Coaña;33
4985;Colunga;33
4986;Corvera de Asturias;33
4987;Cudillero;33
4988;Degaña;33
4989;Franco, El;33
4990;Gijón;33
4991;Gozón;33
4992;Grado;33
4993;Grandas de Salime;33
4994;Ibias;33
4995;Illano;33
4996;Illas;33
4997;Langreo;33
4998;Laviana;33
4999;Lena;33
5000;Llanera;33
5001;Llanes;33
5003;Morcín;33
5004;Muros de Nalón;33
5005;Nava;33
5006;Navia;33
5007;Noreña;33
5008;Onís;33
5009;Oviedo;33
5010;Parres;33
5011;Peñamellera Alta;33
5012;Peñamellera Baja;33
5013;Pesoz;33
5014;Piloña;33
5015;Ponga;33
5016;Pravia;33
5017;Proaza;33
5018;Quirós;33
5019;Regueras, Las;33
5020;Ribadedeva;33
5021;Ribadesella;33
5022;Ribera de Arriba;33
5023;Riosa;33
5024;Salas;33
5025;San Martín de Oscos;33
5026;San Martín del Rey Aurelio;33
5027;San Tirso de Abres;33
5028;Santa Eulalia de Oscos;33
5029;Santo Adriano;33
5030;Sariego;33
5031;Siero;33
5032;Sobrescobio;33
5033;Somiedo;33
5034;Soto del Barco;33
5035;Tapia de Casariego;33
5036;Taramundi;33
5037;Teverga;33
5038;Tineo;33
5039;Valdés;33
5040;Vegadeo;33
5041;Villanueva de Oscos;33
5042;Villaviciosa;33
5043;Villayón;33
5044;Yernes y Tameza;33
5045;Abarca de Campos;34
5046;Abia de las Torres;34
5047;Aguilar de Campoo;34
5048;Alar del Rey;34
5049;Alba de Cerrato;34
5050;Amayuelas de Arriba;34
5051;Ampudia;34
5052;Amusco;34
5053;Antigüedad;34
5054;Arconada;34
5055;Astudillo;34
5056;Autilla del Pino;34
5057;Autillo de Campos;34
5058;Ayuela;34
5059;Baltanás;34
5060;Baquerín de Campos;34
5061;Bárcena de Campos;34
5062;Barruelo de Santullán;34
5063;Báscones de Ojeda;34
5064;Becerril de Campos;34
5065;Belmonte de Campos;34
5066;Berzosilla;34
5067;Boada de Campos;34
5068;Boadilla de Rioseco;34
5069;Boadilla del Camino;34
5070;Brañosera;34
5071;Buenavista de Valdavia;34
